city,streetAddress,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,yearBuilt,latestPrice,numPriceChanges,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,avgSchoolRating,numOfBathrooms,numOfBedrooms,numOfStories,numOfSchools,predicted_prices_nn
austin,14205 Genesee Trl,78717,30.48785782,-97.79470062,2.21,2,True,True,True,False,False,Single Family,2013,536170,9,0,6,3,0,0,0,0,0,7230.0,3415,7.666666667,4.0,5,2,3,437399.28
austin,8121 Endeavor Cir,78726,30.42441559,-97.86055756,1.98,2,True,True,True,True,True,Single Family,2001,665000,1,0,1,2,0,0,0,0,0,18295.2,4137,7.0,4.0,5,2,3,1057471.2
austin,14307 Kincheloe St,78725,30.24393082,-97.5848465,1.98,0,True,False,True,False,False,Single Family,1987,179900,1,0,5,1,0,0,0,0,0,5880.0,1587,3.0,2.0,4,1,3,333334.72
austin,11150 Rio Vista Dr,78726,30.43614769,-97.82756805,1.98,2,True,True,True,False,False,Single Family,1994,519900,1,0,7,2,1,2,0,1,0,6054.0,2766,8.0,3.0,4,2,3,632608.3
austin,1628 Caballo Blanco Rd,78725,30.22014999,-97.63470459,1.98,0,True,False,True,False,False,Single Family,2019,341054,2,0,2,0,0,0,0,0,0,5000.0,2643,3.0,3.0,4,2,3,465093.7
austin,7002 Anaqua Dr,78750,30.37620926,-97.7973175,1.98,2,True,True,True,False,False,Single Family,1984,428000,10,0,1,2,2,0,0,0,0,8537.0,2576,7.0,3.0,3,2,3,408247.88
austin,2903 Crownover St,78725,30.2273674,-97.58971405,1.98,2,True,True,True,False,True,Single Family,2005,185000,2,0,7,2,0,0,0,0,0,4312.0,1203,3.0,2.0,3,1,3,260457.28
austin,11704 Running Brush Cv,78717,30.4965477,-97.79748535,2.21,0,True,False,True,False,False,Single Family,2008,415000,2,0,3,2,0,0,0,0,0,10236.0,3257,8.333333332999999,4.0,5,2,3,499022.3
pflugerville,1112 Strickling Dr,78660,30.43280029,-97.66196442,1.98,2,True,True,True,False,False,Single Family,2013,299900,5,0,4,2,1,2,0,0,0,6141.0,2505,2.666666667,3.0,4,2,3,408739.0
austin,6001 Elfen Way,78724,30.28300095,-97.62763977,1.98,0,True,False,True,False,False,Single Family,2009,249900,2,0,4,1,0,0,0,0,0,6098.0,1659,3.666666667,3.0,3,2,4,273921.8
austin,804 Lakewood Hills Ter,78732,30.35407639,-97.91303253,1.98,3,True,True,True,False,True,Single Family,2006,725000,1,0,4,3,0,1,0,1,0,19166.4,3486,8.333333332999999,4.0,4,2,3,719793.56
austin,4525 Esper Ln,78725,30.23840714,-97.57384491,1.98,2,True,True,True,False,False,Townhouse,2015,198000,4,0,4,2,1,1,0,0,0,6098.0,1321,3.0,3.0,3,2,3,292779.38
austin,7903 Entrada Cv,78730,30.37429428,-97.80758667,1.98,4,True,True,True,True,True,Single Family,1984,550000,7,0,3,2,0,0,0,0,0,55321.2,2100,7.0,2.0,3,1,3,419095.9
austin,11901 Garden Meadow Rd,78725,30.22450066,-97.62870026,1.98,0,True,False,True,False,False,Single Family,1995,179900,1,0,1,0,0,0,0,0,0,14374.8,1500,3.0,2.0,3,1,3,304258.4
austin,11558 Spicewood Pkwy APT 10,78750,30.44456291,-97.80654907,1.98,2,True,True,True,False,True,Condo,2000,355000,2,0,5,2,0,3,0,1,0,8520.0,1616,8.666666667000001,3.0,3,2,3,393843.78
austin,13304 Bennington Ln,78753,30.40708923,-97.64974976,1.98,2,True,True,True,False,False,Single Family,1993,310000,1,0,3,2,0,0,0,0,0,6795.0,2046,3.0,2.0,4,1,4,293713.84
austin,14201 Kincheloe St,78725,30.24452972,-97.58594513,1.98,0,True,False,True,False,False,Single Family,1987,155000,1,0,4,1,0,0,0,0,0,6534.0,1411,3.0,2.0,3,1,3,345381.97
austin,3409 Etheredge Dr,78725,30.23264694,-97.59120178,1.98,0,True,False,True,False,False,Single Family,2004,189000,1,0,0,1,0,0,0,0,0,4704.0,1892,3.0,3.0,3,2,3,420702.47
austin,904 Lakewood Hills Ter,78732,30.35555267,-97.91254425,1.98,3,True,True,True,False,False,Single Family,2007,1025000,2,0,3,2,2,1,0,1,0,28749.6,4558,8.333333332999999,5.0,5,2,3,1090917.9
austin,8004 Annalise Dr,78744,30.1763916,-97.69696045,1.98,2,True,True,True,False,False,Single Family,2016,339900,1,0,4,2,2,1,0,1,0,5488.0,2095,3.666666667,2.0,3,1,3,352580.88
austin,10711 Twisted Elm Dr,78726,30.39957237,-97.8432312,1.98,2,True,True,True,False,True,Single Family,2016,515000,2,0,3,2,1,1,0,1,0,8363.0,2623,7.0,3.0,4,1,3,655582.2
austin,13815 Lake View Dr,78732,30.41525269,-97.88896942,1.98,2,True,True,True,False,False,Single Family,1987,625000,2,0,3,2,1,1,0,0,0,27442.8,1947,7.0,2.0,2,2,3,105254.53
austin,11700 Running Brush Cv,78717,30.49635887,-97.79760742,2.21,0,True,False,True,False,False,Single Family,2008,339900,1,0,3,2,0,0,0,0,0,9757.0,2192,8.333333332999999,2.0,3,1,3,347834.66
austin,11108 Sandstone Trl,78750,30.45269394,-97.8151474,2.21,2,True,True,True,False,False,Single Family,2001,650000,1,0,4,3,2,2,0,0,0,8319.0,3352,7.666666667,3.0,5,2,3,526701.6
austin,5512 Catsby Ct,78724,30.25343895,-97.58031464,1.98,2,True,True,True,False,True,Single Family,2004,170000,4,0,3,2,0,0,0,0,0,10541.0,1268,2.666666667,2.0,3,1,3,272401.25
austin,1008 Lakewood Hills Ter,78732,30.35622597,-97.91169739,1.98,3,True,True,True,False,True,Single Family,2009,759900,7,0,4,2,0,0,0,0,0,20908.8,4867,8.333333332999999,4.0,4,2,3,933144.1
austin,5600 Signal Point,78724,30.2884407,-97.64766693,1.98,2,True,True,True,False,False,Single Family,1980,214500,3,0,3,2,0,0,0,0,0,6490.0,1306,3.666666667,2.0,3,1,4,292117.78
austin,13308 Bennington Ln,78753,30.40733528,-97.64958954,1.98,0,True,False,True,False,False,Single Family,1993,275000,3,0,3,1,0,0,0,0,0,6272.0,2398,3.0,3.0,4,2,4,296604.9
austin,8232 Phantom Canyon Dr,78726,30.42627907,-97.86062622,1.98,0,True,False,True,False,True,Single Family,2001,588000,3,0,3,1,0,0,0,1,0,8276.0,4274,7.0,4.0,4,2,3,1010353.75
austin,4515 Credo Ln,78725,30.23693085,-97.57167816,1.98,0,True,False,True,False,False,Condo,2010,174900,1,0,2,0,0,0,0,0,0,2613.0,1372,3.0,3.0,3,1,3,398542.56
austin,11015 Conchos Cv,78726,30.44224167,-97.82142639,1.98,3,True,True,True,False,False,Single Family,1999,937000,1,0,0,2,1,2,0,0,0,36590.4,3695,8.666666667000001,4.0,4,2,3,1103715.2
austin,7005 Juneberry Cv,78750,30.3750248,-97.79694366,1.98,2,True,True,True,False,False,Single Family,1983,595000,2,0,5,2,0,0,0,0,0,9796.0,2448,7.0,2.0,4,2,3,283559.2
austin,4517 Senda Ln #181,78725,30.23735237,-97.57234955,1.98,0,True,False,True,False,False,Single Family,2013,169900,1,0,4,0,0,0,0,0,0,5314.0,1250,3.0,3.0,2,2,3,289320.6
austin,12104 Montclair Bnd,78732,30.34189606,-97.90794373,1.98,0,True,False,True,False,True,Single Family,2009,625000,4,0,4,1,1,0,0,1,0,7797.0,3485,8.333333332999999,4.0,5,2,3,620910.4
austin,8917 Sun Shower Bnd,78724,30.27799988,-97.63249969,1.98,0,True,False,True,False,False,Single Family,2006,235000,6,0,4,1,0,0,0,0,0,9147.0,1526,3.666666667,2.0,3,1,4,253508.1
austin,7313 Coit Rd,78744,30.15862846,-97.71546173,1.98,0,True,False,True,False,False,Single Family,2017,359900,3,0,3,1,0,0,0,0,0,6185.0,2124,3.666666667,2.0,3,1,3,281712.16
austin,10300 Echoridge Dr,78750,30.43119621,-97.81404877,1.98,0,True,False,True,False,False,Single Family,1992,350000,8,0,4,1,0,0,0,0,0,7927.0,2965,8.666666667000001,3.0,4,2,3,507918.28
austin,11616 Running Brush Ln,78717,30.49615479,-97.79851532,2.21,2,True,True,True,False,True,Single Family,2008,449000,1,0,0,3,2,0,0,0,0,7666.0,3205,8.333333332999999,4.0,5,2,3,542172.9
austin,100 Dawn River Cv,78732,30.35143661,-97.91403961,1.98,0,True,False,True,False,False,Single Family,2008,1799000,2,0,1,2,0,0,0,0,0,81021.6,5449,8.333333332999999,5.0,5,2,3,1276901.1
austin,9204 Westminster Glen Ave,78730,30.36469078,-97.83673859,1.98,4,True,True,True,False,False,Single Family,1999,1499000,1,0,4,4,0,2,0,2,0,53143.2,5099,7.0,5.0,5,2,3,1481707.5
austin,5917 Florencia Ln,78724,30.29037285,-97.64277649,1.98,0,True,False,True,False,True,Single Family,2018,425900,1,0,2,0,0,0,0,0,0,5837.0,2403,3.666666667,3.0,3,1,4,308408.88
austin,8104 Sebastapol Cv,78726,30.42441177,-97.8601532,1.98,0,True,False,True,False,False,Single Family,2001,595000,1,0,3,1,1,2,0,1,0,13068.0,3939,7.0,4.0,5,2,3,952721.94
austin,9205 Springwood Dr,78750,30.44091606,-97.7950592,1.98,4,True,True,True,True,False,Single Family,1976,625000,1,0,1,2,3,1,0,0,0,16117.2,2116,8.666666667000001,3.0,3,1,3,726435.94
austin,14024 Abervil Trl,78717,30.48698425,-97.79361725,2.21,3,True,True,True,False,True,Single Family,2013,729000,1,0,3,3,1,0,0,1,0,10585.0,3409,7.666666667,3.0,4,1,3,537092.0
austin,9104 Westminster Glen Ave,78730,30.36399841,-97.83609009,1.98,0,True,False,True,True,False,Single Family,1998,993000,1,0,3,1,0,0,0,0,0,43560.0,3848,7.0,4.0,5,2,3,958191.9
austin,4604 Fallenash Dr,78725,30.24493027,-97.58519745,1.98,0,True,False,True,False,False,Single Family,1987,199000,1,0,4,1,0,0,0,0,0,5183.0,1786,3.0,2.0,4,1,3,370884.2
austin,7112 Sentry Path,78744,30.16120529,-97.71661377,1.98,0,True,False,True,False,False,Single Family,2018,365990,3,0,3,1,0,0,0,0,0,6969.0,2289,3.666666667,3.0,3,1,3,339046.78
austin,13800 Lake View Dr,78732,30.41617393,-97.88702393,1.98,0,False,False,False,False,True,Single Family,1975,240000,2,0,0,0,0,0,0,0,0,16988.4,596,7.0,1.0,2,1,3,216207.33
austin,12000 Garden Gate Dr,78725,30.22534943,-97.62696838,1.98,1,True,True,True,False,False,Mobile / Manufactured,1983,220000,1,0,2,2,2,1,0,1,0,14810.4,1554,3.0,2.0,4,1,3,331737.3
austin,5209 English Glade Dr,78724,30.27394295,-97.63169861,1.98,2,True,True,True,False,False,Single Family,2007,265000,4,0,4,2,2,1,0,0,0,5662.0,1704,3.666666667,2.0,3,1,4,301862.1
austin,11136 Rio Vista Dr,78726,30.43566322,-97.8274231,1.98,2,True,True,True,False,False,Single Family,1996,445000,4,0,5,2,2,2,0,1,0,7013.0,2852,8.0,3.0,3,2,3,686408.06
pflugerville,1120 Strickling Dr,78660,30.43293953,-97.66225433,1.98,2,True,True,True,False,False,Single Family,2013,315000,1,0,2,4,0,0,0,0,0,6098.0,2505,2.666666667,2.5,4,2,3,435361.97
austin,3006 Crownover St,78725,30.22834969,-97.58968353,1.98,0,True,False,True,False,False,Single Family,2005,95000,8,0,4,1,0,0,0,0,0,4486.0,2088,3.0,3.0,4,2,3,302207.97
austin,15101 Chamberlain Ct,78724,30.25310707,-97.57906342,1.98,2,True,True,True,False,False,Single Family,2005,179900,2,0,3,2,0,0,0,0,0,9234.0,1206,2.666666667,2.0,3,1,3,281126.38
austin,7709 Jester Blvd,78750,30.3861599,-97.79894257,1.98,0,True,False,True,False,False,Single Family,1988,735000,3,0,3,1,0,0,0,0,0,13939.2,3119,7.0,3.0,4,2,3,518704.5
austin,15421 Staked Plains Loop,78717,30.49571037,-97.79734039,2.21,2,True,True,True,False,True,Single Family,2008,429900,1,0,4,3,3,3,0,0,0,8145.0,2191,8.333333332999999,2.0,3,1,3,415526.2
austin,13115 Perryton Dr,78732,30.33895874,-97.92697906,1.98,4,True,True,True,True,True,Single Family,2014,4100000,3,0,8,3,0,0,0,0,0,172497.6,9866,8.333333332999999,10.0,6,2,3,3284788.2
austin,5723 Sendero Hills Pkwy,78724,30.29021454,-97.64751434,1.98,1,True,True,True,False,False,Single Family,2003,66900,5,0,4,2,0,0,0,0,0,5793.0,1160,3.666666667,2.0,3,1,4,262077.66
austin,7305 Van Ness St,78744,30.1587925,-97.71443939,1.98,2,True,True,True,False,False,Single Family,2018,385000,1,0,6,2,0,1,0,0,0,6926.0,2420,3.666666667,3.0,4,2,3,336870.75
austin,4606 Fallenash Dr,78725,30.24505043,-97.58512115,1.98,0,True,False,True,False,False,Single Family,1987,195000,1,0,3,1,0,0,0,0,0,5357.0,2094,3.0,3.0,4,2,3,433006.38
austin,8412 Denali Pkwy UNIT 6,78726,30.42843628,-97.85681915,1.98,0,True,False,True,False,True,Single Family,2006,1225000,1,0,5,1,2,3,0,1,0,33976.8,5027,7.0,5.0,4,2,3,1517954.5
austin,2321 Kale Dr,78725,30.2141552,-97.63653564,1.98,0,True,False,True,False,False,Single Family,2010,194900,2,0,3,1,0,0,0,0,0,4748.0,1096,3.0,2.0,3,1,3,209370.77
austin,13827 Camp Comfort Ln,78717,30.48635101,-97.78875732,2.21,4,True,True,True,True,True,Single Family,2016,459990,7,0,3,3,2,2,0,0,0,5662.0,2425,7.666666667,3.0,3,1,3,471898.3
austin,5710 Signal Point,78724,30.28887177,-97.64627838,1.98,2,True,True,True,False,False,Single Family,1980,229900,1,0,1,2,0,0,0,0,0,4617.0,1320,3.666666667,2.0,3,1,4,298984.5
pflugerville,13800 Harrisglenn Dr,78660,30.410324100000004,-97.64022064,1.98,2,True,True,True,False,False,Single Family,2017,289000,1,0,3,2,1,1,0,1,0,5998.0,1780,3.0,2.0,4,1,4,276541.94
austin,14624 Flat Top Ranch Rd,78732,30.37109184,-97.91260529,1.98,0,True,False,True,False,True,Single Family,2012,5474997,4,0,5,2,1,2,0,1,0,116305.2,7740,8.333333332999999,8.0,6,2,3,2341012.0
austin,9100 Westminster Glen Ave,78730,30.36372185,-97.83583069,1.98,0,True,False,True,False,False,Single Family,1999,1150000,6,0,3,1,0,0,0,0,0,45302.4,4878,7.0,5.0,5,2,3,1233474.8
austin,11508 Champion Dr,78750,30.435476300000005,-97.78872681,1.98,2,True,True,True,False,True,Single Family,1972,609900,2,0,8,2,0,0,0,0,0,27007.2,2873,8.666666667000001,3.0,4,2,3,576836.4
austin,15201 Knighten Ln,78725,30.23963165,-97.57859039,1.98,2,True,True,True,False,False,Single Family,2014,230000,5,0,2,2,0,0,0,0,0,7535.0,1652,3.0,2.0,3,1,3,295954.22
austin,7817 Bestride Bnd,78744,30.15211105,-97.71968842,1.98,3,True,True,True,False,False,Single Family,2019,439000,4,0,3,2,1,1,0,0,0,7405.0,2501,3.666666667,3.0,4,1,3,385684.75
austin,13016 Hymeadow Cir,78729,30.46333313,-97.78795624,2.21,0,True,False,True,False,False,Single Family,2012,375000,2,0,5,2,0,0,0,0,0,5837.0,2406,6.0,2.0,3,1,3,381769.3
austin,5716 Signal Point,78724,30.28889465,-97.64612579,1.98,2,True,True,True,False,False,Single Family,1980,225000,1,0,4,2,2,1,0,1,0,4617.0,1306,3.666666667,2.0,3,1,4,312539.7
austin,13221 Country Trails Ln,78732,30.37158966,-97.90799713,1.98,4,True,True,True,True,True,Single Family,2006,769000,9,0,8,2,0,0,0,0,0,12196.8,4362,8.666666667000001,4.0,4,2,3,875270.5
austin,8110 Castle Peake Trl,78726,30.42425537,-97.86110687,1.98,0,True,False,True,False,False,Single Family,1989,342000,3,0,8,1,1,2,0,1,0,11325.6,1540,7.0,2.0,3,1,3,289958.38
austin,6711 Lakewood Point Cv,78750,30.37984085,-97.79019928,1.98,2,True,True,True,False,True,Single Family,1990,715000,2,0,6,2,0,0,0,0,0,30927.6,2463,7.0,3.0,3,2,3,450122.2
austin,9209 Springwood Dr,78750,30.44031525,-97.7951355,1.98,0,True,False,True,False,False,Single Family,1995,550000,1,0,2,1,1,0,0,0,0,13503.6,2454,8.666666667000001,3.0,3,1,3,679897.5
austin,12205 Wickline Way,78717,30.4921627,-97.7975769,2.21,0,True,False,True,False,False,Single Family,2016,360000,1,0,4,2,0,0,0,0,0,10890.0,1968,8.333333332999999,2.0,3,1,3,325603.9
austin,5405 Bonneville Bnd,78744,30.17695045,-97.69762421,1.98,2,True,True,True,False,False,Single Family,2015,284900,4,0,1,2,0,0,0,0,0,5488.0,1821,3.666666667,2.0,3,1,3,257520.77
austin,1307 Minnie Dr,78732,30.33130264,-97.92613983,1.98,2,True,True,True,True,True,Mobile / Manufactured,1986,279900,1,0,5,4,0,0,0,0,0,13068.0,1848,8.333333332999999,2.0,2,1,3,338001.2
austin,8107 Castle Peake Trl,78726,30.423587800000004,-97.86082458,1.98,2,True,True,True,False,False,Single Family,1989,413900,3,0,5,2,1,2,0,2,0,8712.0,2218,7.0,2.0,3,1,3,411338.4
austin,3324 Pearce Rd,78730,30.34108925,-97.82519531,1.98,3,True,True,True,True,False,Single Family,2007,995000,2,0,2,2,0,0,0,0,0,27007.2,3371,7.0,4.0,4,1,3,1027897.56
austin,5700 Scout Blf,78731,30.35490227,-97.79246521,1.98,0,True,False,True,False,False,Townhouse,1983,415000,2,0,7,1,3,1,0,1,0,4181.0,1555,7.0,2.0,3,1,3,543308.44
austin,9402 Caracas Dr,78733,30.33530045,-97.85971069,1.98,0,True,False,True,False,False,Single Family,1994,585000,1,0,2,2,0,0,0,0,0,11761.2,2647,8.0,3.0,4,2,4,617375.2
austin,9804 Brandywine Cir,78750,30.43484497,-97.80529785,1.98,0,True,False,True,False,False,Single Family,1976,750000,2,0,3,1,1,1,0,2,0,14810.4,2373,8.666666667000001,3.0,4,1,3,573422.3
austin,5305 Ingersoll Ln,78744,30.17673874,-97.69423676,1.98,0,True,False,True,False,False,Single Family,2015,279000,2,0,3,1,0,0,0,0,0,4399.0,1914,3.666666667,3.0,3,2,3,267084.7
austin,2917 Caleb Dr,78725,30.22792625,-97.59042358,1.98,0,True,False,True,False,False,Single Family,2005,210000,1,0,3,1,0,0,0,0,0,4356.0,2088,3.0,3.0,4,2,3,419414.53
austin,8108 Davis Mountain Pass,78726,30.42355919,-97.86049652,1.98,0,True,False,True,False,False,Single Family,1991,369000,3,0,4,1,1,1,0,3,0,7840.0,1861,7.0,2.0,3,1,3,326919.84
austin,6309 Huntleigh Way,78725,30.28269577,-97.66133118,1.98,0,True,False,True,False,False,Single Family,1971,329900,3,0,2,1,0,0,0,0,0,9757.0,1567,3.666666667,2.0,4,1,3,314290.44
austin,4504 Halliday Ave,78725,30.24041939,-97.57878113,1.98,2,True,True,True,False,False,Single Family,2012,205000,1,0,1,2,0,0,0,0,0,7927.0,1344,3.0,2.0,3,1,3,294364.75
austin,9400 Caracas Dr,78733,30.33516693,-97.85942841,1.98,2,True,True,True,False,True,Single Family,1994,789000,1,0,5,2,0,0,0,0,0,12196.8,2410,8.0,3.0,4,1,4,662742.3
austin,11502 Sawatch Cir,78726,30.44839859,-97.81524658,1.98,3,True,True,True,False,True,Single Family,1983,649000,2,0,3,2,0,0,0,0,0,50529.6,3227,8.666666667000001,4.0,5,1,3,1010502.1
austin,1403 Minnie Dr,78732,30.33075523,-97.92648315,1.98,0,False,False,False,False,True,Single Family,1982,150000,5,0,0,0,0,0,0,0,0,13068.0,704,8.333333332999999,1.0,1,1,3,224859.95
austin,10821 Ballard Path,78717,30.48361015,-97.78970337,2.21,0,True,False,True,False,False,Single Family,2016,599000,1,0,6,2,0,0,0,0,0,11761.2,3329,7.666666667,5.0,4,2,3,593064.94
austin,5100 Ingersoll Ln,78744,30.17754555,-97.69530487,1.98,0,True,False,True,False,False,Single Family,2015,299999,1,0,4,1,0,0,0,0,0,6011.0,2068,3.666666667,3.0,4,2,3,271156.7
austin,12505 Presque Cv,78726,30.42321587,-97.8588562,1.98,0,True,False,True,False,False,Single Family,2001,499800,1,0,3,1,0,0,0,2,0,11761.2,3304,7.0,4.0,4,2,3,747137.94
austin,5516 Nelson Oaks Dr,78724,30.27976036,-97.63027191,1.98,0,True,False,True,False,False,Single Family,2013,238999,1,0,4,1,0,0,0,0,0,5749.0,1670,3.666666667,2.0,3,1,4,276225.34
austin,3503 Riva Ridge Rd,78746,30.33086395,-97.80318451,1.98,2,True,True,True,False,False,Single Family,1983,915000,2,0,3,2,1,0,0,0,0,14374.8,2665,9.0,3.0,3,1,2,928443.56
austin,1406 Mesa Ridge Ln,78735,30.29571915,-97.85768127,1.98,2,True,True,True,True,True,Single Family,2001,699000,9,0,5,2,1,0,0,0,0,13939.2,4021,5.666666667,4.0,4,2,3,1056907.2
austin,10208 Peekston Dr,78726,30.43165588,-97.81967163,1.98,3,True,True,True,False,False,Single Family,2004,598000,3,0,4,2,0,2,0,0,0,8842.0,3559,8.0,4.0,4,2,3,959621.3
austin,7866 Lakewood Dr,78750,30.37971115,-97.79204559,1.98,0,True,False,True,False,False,Single Family,1985,465000,1,0,0,1,0,0,0,0,0,20908.8,2357,7.0,2.5,3,1,3,484339.38
austin,8000 Izetta Ln,78744,30.1770668,-97.69659424,1.98,2,True,True,True,False,False,Single Family,2015,305000,1,0,5,2,0,1,0,1,0,5445.0,1982,3.666666667,3.0,3,2,3,311137.75
austin,14324 Deaf Smith Blvd,78725,30.23415184,-97.59125519,1.98,2,True,True,True,False,True,Single Family,2015,254000,4,0,6,2,1,0,0,0,0,7026.0,2047,3.0,2.0,4,1,3,396722.25
austin,7003 Oak Shores Dr,78730,30.34039116,-97.81853485,1.98,4,True,True,True,False,True,Single Family,2004,1299000,4,0,5,3,3,0,0,0,0,54450.0,5307,7.0,5.0,4,3,3,1540875.9
austin,12600 Alberta Ridge Trl,78726,30.4251709,-97.85913086,1.98,3,True,True,True,True,False,Single Family,2002,579000,4,0,7,2,1,2,0,1,0,9757.0,3976,7.0,4.0,5,2,3,988568.7
del valle,117 Acapulco Dr,78617,30.20940018,-97.65110016,1.98,0,True,False,True,False,False,Single Family,2017,289900,7,0,2,1,1,1,0,0,0,32670.0,2100,3.0,3.0,4,1,3,445334.34
austin,12504 Tierra Grande Trl,78732,30.34282684,-97.914711,1.98,2,True,True,True,False,True,Single Family,2009,379000,5,0,3,2,0,0,0,0,0,8232.0,1943,8.333333332999999,2.0,4,1,3,170460.36
austin,12209 Labrador Bay Ct,78732,30.3445816,-97.90592957,1.98,0,True,False,True,False,False,Single Family,2012,649900,1,0,3,1,0,0,0,0,0,9626.0,3689,8.333333332999999,4.0,4,2,3,713726.75
austin,9307 Springwood Dr,78750,30.43920708,-97.79519653,1.98,0,True,False,True,False,False,Single Family,1972,525000,2,0,2,0,0,0,0,0,0,13068.0,3650,8.666666667000001,4.0,4,2,3,805732.6
austin,7100 Rusty Fig Dr,78750,30.37553596,-97.79554749,1.98,2,True,True,True,False,False,Single Family,1985,359000,5,0,4,2,1,1,0,2,0,9931.0,2498,7.0,3.0,4,2,3,370411.0
austin,6307 Ayres Dr,78746,30.31850243,-97.81710815,1.98,3,True,True,True,True,True,Single Family,1990,1995000,3,0,4,3,2,2,0,0,0,30056.4,4771,9.0,4.0,5,3,2,1476776.5
austin,1603 Olympus Dr,78733,30.33751106,-97.86039734,1.98,0,True,False,True,False,True,Single Family,1990,714900,1,0,1,1,3,0,0,1,0,12196.8,2929,8.0,3.0,4,2,4,754230.44
austin,12500 Tierra Grande Trl,78732,30.34298134,-97.91455841,1.98,0,True,False,True,True,True,Single Family,2010,474997,10,0,8,1,0,0,0,0,0,8276.0,3348,8.333333332999999,4.0,5,2,3,548854.7
austin,14201 Canyon Trl,78717,30.49144363,-97.79380035,2.21,0,True,False,True,False,False,Single Family,2009,335000,1,0,4,2,0,0,0,0,0,5662.0,1746,8.333333332999999,2.0,3,1,3,296393.44
austin,14207 Vandever St,78725,30.24240303,-97.58674622,1.98,0,True,False,True,False,False,Single Family,1986,199950,2,0,2,1,1,0,0,0,0,5532.0,1589,3.0,2.0,4,1,3,350816.84
austin,5909 Alsace Trl,78724,30.29047966,-97.64567566,1.98,2,True,True,True,False,False,Single Family,2005,230000,4,0,3,2,0,1,0,0,0,4791.0,1190,3.666666667,2.0,3,1,4,267638.53
austin,7300 Colina Vista Loop #A,78750,30.39280128,-97.82899475,1.98,2,True,True,True,False,True,Condo,2013,405000,1,0,3,2,1,2,0,1,0,6368.0,2299,7.0,3.0,4,2,3,423339.56
austin,2516 Ionian Cv,78730,30.33772278,-97.82962799,1.98,3,True,True,True,False,True,Single Family,2012,1100000,5,0,4,2,2,0,0,0,0,16552.8,4380,7.0,4.0,4,2,3,1151458.5
austin,1601 Olympus Dr,78733,30.33727074,-97.86054993,1.98,0,True,False,True,False,False,Single Family,1994,559500,2,0,3,1,2,2,0,1,0,12196.8,2066,8.0,3.0,3,2,4,531436.5
austin,15102 Chamberlain Ct,78724,30.25345421,-97.57862091,1.98,2,True,True,True,False,False,Single Family,2005,199000,8,0,2,2,0,0,0,0,0,6534.0,1704,2.666666667,3.0,3,2,3,270261.22
austin,15509 Staked Plains Loop,78717,30.49484062,-97.79741669,2.21,2,True,True,True,False,False,Single Family,2008,379900,12,0,4,3,0,0,0,0,0,8276.0,2960,8.333333332999999,3.0,4,2,3,324116.0
austin,13807 Panorama Dr,78732,30.41814232,-97.88674164,1.98,3,True,True,True,True,True,Single Family,2006,1400000,1,0,3,3,0,0,1,0,0,11761.2,4500,7.0,5.0,5,2,3,1836768.1
austin,4506 Senda Ln,78725,30.23692322,-97.57284546,1.98,0,True,False,False,False,False,Single Family,2013,194000,3,0,2,1,0,0,0,0,0,5314.0,1250,3.0,2.5,2,2,3,236499.64
austin,9626 Dalewood Dr,78729,30.45835114,-97.78578186,2.21,0,True,False,True,False,True,Single Family,1997,330000,4,0,6,2,0,0,0,1,0,7000.0,2084,6.0,3.0,3,2,3,328255.47
austin,10909 Gaillardia,78733,30.31587219,-97.90125275,1.98,3,True,True,True,False,True,Single Family,2009,1050000,1,0,8,2,0,0,0,0,0,19166.4,4743,9.333333333,5.0,5,2,4,1472743.2
austin,4909 High Gate Dr,78730,30.36953735,-97.84313965,1.98,3,True,True,True,False,True,Single Family,2001,2650000,2,0,3,2,3,1,0,0,0,129373.2,5921,7.0,5.0,5,1,3,1868282.0
